address,business_name,email,numbers,website
"No 23 Abak Road, Uyo, Akwa Ibom Nigeria",Speedlane Express Service Uyo Akwa Ibom Nigeria,speedlaneexpress@gmail.com,"0806 020 5879,0813 210 0882,0813 010 4592",
"28B Itu Road, Uyo, Akwa Ibom, Nigeria","Accent Digital Resources Uyo Akwa Ibom, Nigeria",info@accentdigitalresources.com,"0803 094 5000,0808 678 3266",http://www.accentdigitalresources.com/
"5 Udo-ekong Street, Uyo, Akwa Ibom State",Wyeels Uyo Akwa Ibom State,contactwyels@gmail.com,"0810 382 2212,0812 231 9966,0810 382 2212",
"Monsinor Road, Opposite Timber Market, Uyo, Akwa Ibom Nigeria",Transit Favour Services Uyo Akwa Ibom Nigeria,info@transitfavourservices.com,0803 647 2219,
"260 Idoro Road, Uyo, Akwa Ibom state, Nigeria","Pilot 1 Hiring Services Uyo Akwa Ibom state, Nigeria",pilot1hiringservices@gmail.com,"0703 392 4162,0808 519 0107",
"Sylvanus Okon, Uyo, Akwa Ibom",Nelfast Logistics Uyo Akwa Ibom,,"0706 529 0018,0810 500 0202",
"Ibom Plaza, Uyo, Akwa Ibom Nigeria",Fasterride Uyo Akwa Ibom Nigeria,,"0816 134 1985,0703 848 9940",http://fasterride.com/
"Shelter Afrique, Uyo, Akwa Ibom Nigeria",JTravels Limited Uyo Akwa Ibom Nigeria,,0806 684 8683,
"253, Oron Road (Before Shelter Afrique), Uyo, Akwa Ibom",Bolt Uyo Akwa Ibom,,0708 416 2410,
"No 13 IBB Avenue, Uyo, Akwa Ibom Nigeria",Debrooks Destination Management Uyo Akwa Ibom Nigeria,debrooksng@gmail.com,"0909 138 3065,0806 447 0839,0708 415 4402",
"Plot 36, Unit C, Ewet Housing Estate, Uyo, Akwa Ibom Nigeria",SkyAtlantic Uyo Akwa Ibom Nigeria,info@skyatlanticng.com,0706 455 7806,http://www.skyatlanticng.com/
"Victor Attah International Airport, Uyo, Akwa Ibom State",Victor Attah International Airport Uyo Akwa Ibom State,,"0901 515 1780,0703 670 2371",https://vaiairport.com/
"Daaty Hotel D-Line Ewet Housing Estate, Uyo, Akwa Ibom Nigeria",Network Travels Ltd Uyo Akwa Ibom Nigeria,contact@networktravels.net,"0809 966 6685,0803 452 3737",http://networktravels.net/
"No 9 Okokon Etuk Street, Uyo, Akwa Ibom Nigeria",Imovi Farm Uyo Akwa Ibom Nigeria,,0806 839 9710,
"Off Banking Layout, Udo Udoma, Uyo, Akwa Ibom",Fot Superfarm Ventures Uyo Akwa Ibom,fotsuperfarms@gmail.com,8083971814,
"172 Ikpa Road, Uyo, Akwa Ibom State Nigeria",Goddys Farms Limited Uyo Akwa Ibom State Nigeria,,"0802 954 2582,0909 659 8285",
"Afaha Offiong Nsit Ibom, Uyo Nigeria, Afaha Offiong Nsit Ibom",Emyabasss Farms Uyo Nigeria Afaha Offiong Nsit Ibom,,0703 208 3265,
"Aka- Nung Udoe Road, Uyo, Akwa Ibom",Dixta Farms Fish Empire Uyo Akwa Ibom,lixmaa85@gmail.com,"0803 266 2647,0802 747 4486",
"8 Joe Udofot avenue, Osongama estate, Uyo, Akwa Ibom",Edino Agro Allied Services Uyo Akwa Ibom,edino.agroservices@gmail.com,"0811 383 5353,0703 055 2158,0802 730 2605",
"32 Ebong Umoitong Street, off Atiku Abubakar way, Uyo, Akwa Ibom",DC Cherrish Sea Foods Ltd Uyo Akwa Ibom,cherrish_goshen@yahoo.com,"0806 071 3820,0815 577 8154",
"69 Old Ring Road,Off Apico House, Uyo, Akwa Ibom Nigeria",CitiPoultry Uyo Akwa Ibom Nigeria,,0703 020 7123,
"Idu Road, Mbak Ikot Abasi Mbak Etoi, Uyo, Akwa Ibom Nigeria",Vika Farms Ltd Uyo Akwa Ibom Nigeria,info@vikafarms.com,0803 453 1869,http://www.vikafarms.com
"No 1 Uduot Jack Avenue, Shelter Afrique, Uyo, Akwa Ibom State",Kinlock Farms Uyo Akwa Ibom State,info@kinlockfynefoods.com,"0902 222 0261,0902 222 0266",https://kinlockfynefoods.com/
"Mbiabam Ibiono, Uyo, Akwa Ibom",Glitt Farms Uyo Akwa Ibom,,0703 985 2720,
"67 Oron Road, Uyo, Akwa Ibom",WordWorks Bookshop Uyo Akwa Ibom,info@wordworksbookshop.com,2.34802E+12,
"Babangida Avenue Opp. Women Development Centre, Uyo, Akwa Ibom Nigeria",Ukponoabasi Ventures Uyo Akwa Ibom Nigeria,,"0802 329 7073,0806 649 1527",
"No 29 Nepa Line, Uyo, Akwa Ibom State Nigeria",StoneEdge Educational Consulting Uyo Akwa Ibom State Nigeria,info@stoneedgeconsulting.org,"0708 281 2826,0817 205 9564,0816 702 1087",
"115 Ikot Ekpene Road Shopping Complex, Uyo, Akwa Ibom State",NYSC Zonal Office Uyo Akwa Ibom State,akwaibom@nysc.gov.ng,8037854211,
"No 12 William Street,Off Aka Road, Uyo, Akwa Ibom Nigeria",Mitchell & Michelle Business School Uyo Akwa Ibom Nigeria,,"0703 099 1028,0902 645 3576",
"No 82 Utuks Lane, Anua Offot, Uyo, Akwa Ibom",Kings' Seed Academy Uyo Akwa Ibom,kingsseedinitiative@gmail.com,0816 550 6182,
"IBB Ave 56 NEPA Line LAMB Academy Centre, Uyo, Akwa Ibom Nigeria",Fedena Schools Services Limited Uyo Akwa Ibom Nigeria,,0812 719 7841,
"Dignity Hotel, 55 Faith Road, Off Ikemba Street, Uyo, Akwa Ibom Nigeria",CIPM Uyo Uyo Akwa Ibom Nigeria,,"0803 590 2500,0815 220 8025,0810 604 1947",
"Ikot Ayan Ikono, off Abak Road, Uyo, Akwa-Ibom State",The West African Examinations Council Uyo Akwa,uyobc@yahoo.com,"81,693,644,250,816,900,000,000,000,000,000",https://www.waecnigeria.org/
"183, Ikot Ekpene Road, Uyo, Akwa Ibom State",Carpa Education Uyo Akwa Ibom State,edu@carpaeducation.com,"0708 866 0078,08080808718",
"30 IBB Way, Uyo, Akwa Ibom State",Nigerian Christian Institute Uyo Akwa Ibom State,nciuyo.aks@gmail.com,"0806 971 3300,0806 309 0826",https://www.nciuyo.com.ng/
"No 60 Enwe Street, Off Oron Road, Uyo, Akwa Ibom State Nigeria",Modish Project Uyo Akwa Ibom State Nigeria,info@modishproject.com,"0703 988 5501,0805 369 2035,0809 819 4677",https://www.modishproject.com
"Plot 14, Line J, Sam Edem Street, Off Ben Udo Street, Ewet Housing Estate, Uyo, Akwa Ibom State Nigeria",Kings Kids Christian Montessori School Uyo Akwa Ibom State Nigeria,info@kingskidschools.com.ng,"0708 400 5515,0805 021 4777,0813 541 2851",http://www.kingskidschools.com.ng/
"123, Olu Obasanjo, Abak Road, Uyo, Akwa Ibom Nigeria",MOD Education Uyo Akwa Ibom Nigeria,uyo@modeducation.info,"0808 710 6656,0808 190 9282,0808 710 4631",http://modeducation.info/
"Atiku Abubakar Avenue, Uyo, Kwara State",Jamb Office Uyo Kwara State,akwaibom@jamb.gov.ng,0706 814 8187,https://www.jamb.gov.ng/
"1 Shelter Afrique Estate Extension, Off Nung Ette Road, Mbiabong Etoi, Uyo, Akwa Ibom","Corner Stone Institute Of Management And Technology Mbiabong Etoi, Uyo Akwa Ibom",cimtech.edu@gmail.com,"0802 726 1677,0813 976 2311,0809 804 0007",
"IBB Avenue, Uyo, Akwa Ibom",Ibom E,info@theibomelibrary.com,0817 3939 393,https://www.theibomelibrary.com/
"42 Osong Ama Road, Uyo, Akwa Ibom Nigeria",Dove International Schools Uyo Akwa Ibom Nigeria,info@doveinternationalschools.com,"0803 835 0431,0803 572 7967",http://www.doveinternationalschools.com/
"No 79 Udotung Ubo Street, Uyo, Akwa Ibom State, Nigeria","Boldoz Bookstore Uyo Akwa Ibom State, Nigeria",info@boldozbookstores.com,0802 352 0503,https://boldozbookstores.com/
"No 39, Kevin Lane, off Aka Road (Udo Umana Road), Uyo, Akwa Ibom Nigeria",Varvic Integrated Eye Clinic Ltd Uyo Akwa Ibom Nigeria,,"0803 793 3933,0803 952 1652,0805 110 2989",
"No 1 Ufeh Street, Federal Housing Estate Off clement Isong Street, Uyo, Akwa Ibom",St Athanasius Hospital Uyo Akwa Ibom,,"0803 792 0924,0802 314 7926,0803 923 5370",
"Tropicana mall, Udo Udoma Avenue, Uyo, Akwa Ibom",Soteria Eye Clinic Uyo Akwa Ibom,manageruyo@soteriaeyeclinic.com,"0809 604 4444,0703 889 6150",
"No 51 Ikot Abasi Street, Uyo, Akwa Ibom State, Nigeria","Rainbow IVF Center, Uyo Uyo Akwa Ibom State, Nigeria",,"0909 993 0345,0802 423 3011,0808 036 9683",
"Itam Mini Sports Complex Opp NNPC Mega Station, Uyo, Akwa Ibom Nigeria",Rebuild Health & Fitness Uyo Akwa Ibom Nigeria,,0902 812 7382,
"No 1 Nkemba Street off Abak Road, Uyo, Akwa Ibom, Nigeria","Prisny Health Care Uyo Akwa Ibom, Nigeria",,0701 007 8111,
"Block 31, Inside UniUyo Teaching Hospital, Abak Road, Uyo, Akwa Ibom Nigeria",Ophthalmology Eye Clinic Uyo Akwa Ibom Nigeria,,0803 348 6981,
"Nigerian Police Force Quater, Uyo, Akwa Ibom Nigeria",Police Dental Services Uyo Akwa Ibom Nigeria,,0813 480 4418,
"65 Iboko street Off Ikot Ekpene Road, Uyo, Akwa Ibom Nigeria",Nathel's Eye Clinic Uyo Akwa Ibom Nigeria,,0708 415 1360,
"No 12, William Street Off Aka Road, Uyo, Akwa Ibom State Nigeria",Mic,mickainutrihealth@gmail.com,"0708 330 6371,0803 777 8500,0805 936 9602",
"No 9 Ikot Udoro Street, Off Ikot Ekpene Road, Uyo, Akwa Ibom Nigeria",Mego Vision Clinic Uyo Akwa Ibom Nigeria,megotefom@yahoo.com,"0813 672 5341,0903 261 9032",
"University Teaching Hospital, Uyo, Akwa Ibom Nigeria",Health Compass Uyo Akwa Ibom Nigeria,,"0708 693 8913,0816 642 1953,0806 679 5371",
"133, Oron Road, Akwa Ibom State, Nigeria",Edmark International Uyo Akwa Ibom State Nigeria,,0806 799 3505,
"No  7 Ekpo Obot Street, Off Oron Road, Uyo, Akwa Ibom Nigeria",Ceejay Vision Centre Uyo Akwa Ibom Nigeria,ceejayvision@gmail.com,"0802 726 4697,0802 181 2335",
"Suit 7, 223 Oron Road, Uyo, Akwa Ibom, Nigeria","Amazing Grace Specialist Eye Clinic Uyo Akwa Ibom, Nigeria",,"0703 549 1236,0802 316 7186",
"51 Nwaniba Road, Uyo, Akwa Ibom State, Nigeria","Agape Omnicare Health Services Uyo Akwa Ibom State, Nigeria",,0905 443 3551,
"Plot 14 Obong Street off Ibb Way, Uyo, Akwa Ibom State, Nigeria","Zerah International Eye Hospital Uyo Akwa Ibom State, Nigeria",sighttower@yahoo.com,0806 366 7988,https://zeraheyehospital.wordpress.com
"405 Oron Road, After Basumoh Gas junction, Uyo, Akwa Ibom Nigeria",Vision Care Givers International Uyo Akwa Ibom Nigeria,,"0811 905 8964,0803 436 1070",http://www.visioncaregivers.org/
"Abak Road, before Ekom Iman junction, Uyo, Akwa-Ibom Nigeria",University of Uyo Teaching Hospital Uyo Akwa,info@uuthuyo.net,"0803 308 6930,0803 723 9503,0806 011 1771",https://www.uuthuyo.net/
"No 77 Obio Imo, Uyo, Akwa Ibom State Nigeria",Norland International Uyo Akwa Ibom State Nigeria,,"0806 733 1365,0701 061 6055",http://www.norlandnigeria.com/
"287 Oron Road, beside Forte oil, Itam, Akwa Ibom, Nigeria","Hephzibah Eyecare Uyo Itam Akwa Ibom, Nigeria",info@hephzibaheyecare.com,"0813 426 4018,0701 732 0431",http://hephzibaheyecare.com
"Abak Road, Uyo, Akwa Ibom Nigeria",KMK Dynasty Job Services Uyo Akwa Ibom Nigeria,,"0816 648 0530,0808 180 2756",
"188 Aka Etinan Road, Uyo Itam, Akwa Ibom, Nigeria","Jobsplus Uyo Itam Akwa Ibom, Nigeria",,0802 676 7621,
"Albert Institute of Technology, 203 Nwaniba Road by 4lane roundabout, Uyo, Akwa Ibom State Nigeria",Longrich BioScience Uyo Akwa Ibom State Nigeria,,"0706 547 6199,0708 314 9627,0803 724 0988",
"30 Udi Street, Uyo, Akwa Ibom Nigeria",Burm Consulting Uyo Akwa Ibom Nigeria,,"0806 846 6685,0705 532 0824",
"205 Aka Rd, Uyo Akwa Ibom State, Uyo, Akwa Ibom State, Nigeria","Prime Mega Excellent Consults Uyo Akwa Ibom State, Nigeria",info@pmeconsults.org,"0813 451 8465,0802 359 8897,0815 399 8783",https://pmeconsults.org/
"Uyo High School, Oron Road, Akwa Ibom State, Nigeria",Pinnacle Coterie Trc International Akwa Ibom State Nigeria,,"0703 854 4252,0806 869 6572,0806 795 8566",https://pinnaclecoterietrc.com/
"Federal Secretariat Complex (Ground Floor), Abak road, Uyo, Akwa Ibom Nigeria",National Directorate of Employment Uyo Akwa Ibom Nigeria,,0706 686 4747,http://nde.org.ng/
"29 Oron Road, Uyo, Akwa Ibom Nigeria",Weekly Insight Newspapers Uyo Akwa Ibom Nigeria,insighteditor2011@yahoo.com,0802 429 9077,
"The 3-Storey building directly facing AKA road, plaza, Uyo, Akwa Ibom Nigeria",De Aftermath Consults Uyo Akwa Ibom Nigeria,aftermathconsults@gmail.com,"0806 078 0695,0807 838 4990,0806 504 9536",
"Trinity House, 48 Akpan Essien Street, Uyo, Akwa Ibom State, Nigeria","Sensor Communication Ltd Uyo Akwa Ibom State, Nigeria",contact@sensornewsonline.com.ng,"0802 513 9338,0806 231 6772,0802 607 4499",
"39 Church Road Uyo, Uyo, Akwa ibom",Daily News Joint Uyo Akwa ibom,,7035188266,
"Nwaniba Road, Nsukara-Offot, Uyo, Akwa Ibom",Atlantic 104.5 FM Uyo Akwa Ibom,frcnatlanticfm1@yahoo.com,0703 785 0561,
"3 Udo Udoma Avenue, Uyo, Akwa Ibom Nigeria",Akwa Ibom Broadcasting Corporation Uyo Akwa Ibom Nigeria,info@akbconline.org,"0803 773 5324,0802 351 5691,0802 784 3050",
"2 TAF Plaza Close, Off Aka Etinan, Uyo, Akwa Ibom Nigeria",Planet 101.1 FM Uyo Akwa Ibom Nigeria,reception@planet101fm.ng,"0701 896 8395,0703 803 6732,0802 989 2810",http://www.planet101fm.ng/
"Television House, Along Aka Etinan Road, Uyo, Akwa Ibom Nigeria",Nigerian Television Authority Uyo Akwa Ibom Nigeria,,"0816 660 8871,0803 376 1716,0802 306 1692",https://www.nta.ng/
"Department of Surgery University of Uyo Teaching Hospital, Akwa Ibom State, Nigeria",Ibom Medical Journal Akwa Ibom State Nigeria,ibomjournal@yahoo.com,,http://ibommedicaljournal.com/
"Akwa Ima Estate Extension, Ikot Akpanabia, Uyo, Akwa Ibom State","Comfort 95.1 FM Ikot Akpanabia, Uyo Akwa Ibom State",info@comfort951fm.com,"0818 888 9951,0817 999 9951,0809 222 8951",https://comfort951fm.com/
"Udo Udoma Avenue, Uyo, Akwa Ibom Nigeria",Akwa Ibom News Online Uyo Akwa Ibom Nigeria,info@acewebdevelopment.net,,http://www.akwaibomnewsonline.com
"214 Nwaniba Road, Uyo, Akwa Ibom State",Sylvanie's Uyo Akwa Ibom State,,0706 863 1366,
"387 Oron Road After Ududoma Traffic Light, Uyo, Akwa Ibom State",Sweet Bride Enterprises Uyo Akwa Ibom State,sweetbrideenterprises@gmail.com,"0803 268 5504,0810 590 1751",
"233 Ikot Ekpene - Uyo Road, Uyo, Akwa Ibom",LG Showroom & Service Centre Uyo Akwa Ibom,lgshowroomuyo@gmail.com,0806 593 4665,
"Itam Junction, Uyo, Akwa Ibom State",Itam Market Uyo Akwa Ibom State,,"0808 790 7463,0905 029 7632,0906 887 5354",
"5 Okon Essien street, Uyo, Akwa Ibom",Glocollectibles Uyo Akwa Ibom,gloryifreke@gmail.com,"0815 389 5849,0810 772 8076,0907 155 4612",
"5/7 Ikot Ekpene Road by Ibom Plaza, Uyo, Akwa Ibom Nigeria",De Choice Mall Uyo Akwa Ibom Nigeria,,"0906 952 8087,0816 979 9433,0810 037 0134",
"Community Commercial Secondary School, Ikot Oku Ikono, Uyo, Akwa Ibom State",Akparawa ND Shopping Enterprise Uyo Akwa Ibom State,,0706 342 2722,
"Off Udo Umana Street, Uyo, Akwa Ibom",Akpan Andem Market Uyo Akwa Ibom,,0701 906 2802,
"No 5 Udo Ekong Street, Uyo, Akwa Ibom Nigeria",Uduaa Uyo Akwa Ibom Nigeria,,0812 231 9966,https://www.uduaa.com/
"No 23 Oron Road, Uyo, Akwa Ibom State Nigeria",Pointek Uyo Uyo Akwa Ibom State Nigeria,online@pointekonline.com,"0807 769 6018,07080655556",https://www.pointekonline.com/
"39b Aka Road, Uyo, Akwa Ibom state",HD Palace Uyo Akwa Ibom state,,"0703 803 5730,0909 659 8215",
"Macho Venture - Affiliate Pickup Location 54, C Line, Maitama Ewet Housing Estate, Uyo, Akwa Ibom Nigeria",MallforAfrica Uyo Akwa Ibom Nigeria,,"0909 470 1818,0812 326 2064,0808 1416 457",https://www.mallforafrica.com/distributors
"170 Ikot Ekpene Road, Uyo, Akwa Ibom Nigeria",Konga Uyo Store Uyo Akwa Ibom Nigeria,,0802 834 3722,https://www.konga.com/
"244 Oron Road, Uyo, Akwa Ibom State",Inels Mall Uyo Akwa Ibom State,,"0806 577 6018,0903 055 5106",https://uyomall.inelsgroup.com/
"No 11 Iboko Street, Uyo, Akwa Ibom Nigeria",Ibomstore Uyo Akwa Ibom Nigeria,,07011 110 034,https://www.ibomstore.com/
"48, Udobio Street, Off Abak Road by the traffic light, Close to Ibom Plaza, Uyo, Akwa Ibom Nigeria",Eureka Mart Uyo Akwa Ibom Nigeria,,0700 600 0000,https://www.jumia.com.ng/pickup-stations/
"No 4 Edet Akpan Avenue Four Lane, Uyo, Akwa Ibom state, Nigeria","Eni Stores Uyo Akwa Ibom state, Nigeria",sales@enistores.com,"0703 905 8201,0813 588 0220,0818 575 00054",https://www.enistores.com/
"Plot. 83 Unit L. Ewet Housing Estate, Uyo, Akwa Ibom",Akwa Ibom State Council For Arts & Culture Uyo Akwa Ibom,,085 203 902,
"14 Akpan Isemin Avenue, Ewet Housing Estate, Uyo, Akwa Ibom",Niger Delta Development Commission (NDDC) Uyo Akwa Ibom,info@nddc.gov.ng,"807,885,222,708,191,000,000",http://www.nddc.gov.ng/index.html
"Akwa Ibom State Government House Wellington Bassey Way End, Uyo, Akwa Ibom",Akwa Ibom State Government Uyo Akwa Ibom,info@akwaibomstate.gov.ng,"085-203971,085-203643,085-202956",http://akwaibomstate.gov.ng/
"AIT Road, Elebele-Ogbia, Yenagoa, Bayelsa State Nigeria",Raypower 102.5 Fm Yenagoa Bayelsa State Nigeria,raypower1025yenagoa@gmail.com,0903 559 5562,
"Old Secretariat Complex Near the Government House, Yenagoa, Bayelsa Nigeria","Radio Nigeria, Creek 106.5FM, Yenagoa Yenagoa Bayelsa Nigeria",creek106fm@gmail.com,0806 601 6694,
"Azikoro Road, Ekeki Yenagoa, Bayelsa State Nigeria",Bayelsa State Broadcasting Corporation Ekeki Yenagoa Bayelsa State Nigeria,,0806 717 9415,
"C/o Nigeria Union of Journalists (NUJ) Secretariat, Azikoro Road, Ekeki Yenagoa, Bayelsa Nigeria",Bayelsa Online News Ekeki Yenagoa Bayelsa Nigeria,erebi.robinson@yahoo.com,0806 095 6687,
"Bayelsa State Government House, Yenagoa, Bayelsa Nigeria",Bayelsa New Media Yenagoa Bayelsa Nigeria,newmedia@bayelsa.gov.ng,0703 351 4642,
"Agudama-epie, Yenagoa, Bayelsa State Nigeria",95.5 Royal FM Yenagoa Bayelsa State Nigeria,,"0806 428 3728,0803 328 1974",
"Azikoro Road, Ekeki Yenagoa, Bayelsa Nigeria",Nta Yenagoa Channel 28 Ekeki Yenagoa Bayelsa Nigeria,enquiries@nta.ng,0803 677 5041,http://www.nta.ng/
"Isaac Jasper Boro college of Education, Centre of Part-Time, Biogbolo Primary School, Yenagoa, Bayelsa State Nigeria",Isaac Jasper Boro College of education (IJBCOE) Yenagoa Bayelsa State Nigeria,support@ijbcoeportal.com,0803 543 3639,http://www.ijbcoeportal.com
"St. Mary's Cath. Church Road, Okutukutu, Yenagoa, Bayelsa State Nigeria",Tamara Computer Networks Yenagoa Bayelsa State Nigeria,,0706 326 4812,
"No 14 Azikoro Road,, Yenagoa, Bayelsa State, Ekeki Yenagoa, Bayelsa State Nigeria",SoftMerit ICT Solutions Ekeki Yenagoa Bayelsa State Nigeria,softmerit25@gmail.com,0706 393 8352,
"Opposite Sports Complex, Ovum Yenagoa, Bayelsa Nigeria",Justnet Computers & I.T Solutions Ovum Yenagoa Bayelsa Nigeria,justinnestor99@gmail.com,0806 325 1396,
"15 Egemuze Street, Yenagoa, Bayelsa State",Net Endeavours Ltd. Yenagoa Bayelsa State,,0803 304 7933,
"No 274 Mbiama-Yenagoa Road, opposite Sterling Bank, Amarata Yenagoa, Bayelsa Nigeria",JON Computers and Cybercafe Amarata Yenagoa Bayelsa Nigeria,,"0806 373 2220,0905 274 3811",
"Off Tombia - Amassoma Road, Yenagoa, Bayelsa State",Greatminds Computer Centre Yenagoa Bayelsa State,,0806 700 5093,
"Beside custom office, Yenagoa, Bayelsa",DanitiesTech Integrated Services Yenagoa Bayelsa,danitiestech@gmail.com,0703 554 5177,
"Ebis Road, Tinacious Road, Edepie, Biogbolo Yenagoa, Bayelsa",Big's Computers Enterprises Biogbolo Yenagoa Bayelsa,,0806 418 1586,
"1 Torama Close, KM 1 Tombia/Amassoma Road, Okutukutu, Yenagoa, Bayelsa State, Nigeria","Torama Technology Hub (Tortech Hub) Okutukutu, Yenagoa Bayelsa State, Nigeria",info@torama.ng,0706 528 9391,https://torama.ng/
"Finaps Road off Alamieyeseigha Road, Okutukutu Yenagoa, Bayelsa Nigeria",Favosa Farms Okutukutu Yenagoa Bayelsa Nigeria,favosafarms@outlook.com,0706 816 3888,
"School Road Edepie, Yenagoa, Bayelsa Nigeria",Mary,,0703 366 5054,
"512 Melford Okilo Expressway, Amarata Yenagoa, Bayelsa State Nigeria",Softalicious Technologies Amarata Yenagoa Bayelsa State Nigeria,admin@softalicioustech.com.ng,"0812 888 8106,0810 444 1349",http://www.softalicioustech.com.ng
"Suite 8 Chief B. D Ikiogha, Shopping Complex, Nikton Road, Kpansia, Yenagoa, Bayelsa State Nigeria",Systemtech Group Yenagoa Bayelsa State Nigeria,info@systemtech-ng.com,"0803 889 1320,0704 236 1804,0704 236 1844",http://systemtech-ng.com/
"9A, Royal Street, Ogbia, Bayelsa Nigeria",Borisco Fish Farmers Cooperative Society Ogbia Bayelsa Nigeria,,8168695522,
"65 B, Ebis Road, Biologbolo Yenagoa, Bayelsa State Nigeria",Waboke Global Services Ltd Biologbolo Yenagoa Bayelsa State Nigeria,,"0706 553 1350,0805 788 4245",https://wabokeglobalservices.com/
"31 Imgbi Road, Amarata, Yenagoa Bayelsa State",Bayelsa Agric Development Company Ltd Amarata Yenagoa Bayelsa State,badconline@gmail.com,0816 747 8786,http://badevco.blogspot.com.ng/
"By Kings Palace, off Chief DSP Alamieyeseigha Road (Formerly Tombia - Amassoma Road), Opposite NDTV, Gbarantoru, Yenagoa, Bayelsa State Nigeria",Tonyve Farms Yenagoa Bayelsa State Nigeria,,0803 556 0968,http://tonyvefarms.com/
"Hospital Road Ovom, Yenegoa, Bayelsa State Nigeria","Federal Medical Centre, Yenagoa Yenegoa Bayelsa State Nigeria",info@fmcyenagoa.org.ng,0906 000 1156,http://fmcyenagoa.org.ng/
"6, Bakery Junction, Azikoro Town Yenagoa, Bayelsa State Nigeria",Dialysis World Nigeria Azikoro Town Yenagoa Bayelsa State Nigeria,info@dialysisworldnigeria.org,"0704 467 9799,0802 316 1394",http://www.dialysisworldnigeria.org/
"500-Bed Hospital, 22 Imgbi Road, Yenagoa, Bayelsa Nigeria",Bayelsa Diagnostic Centre Yenagoa Bayelsa Nigeria,info@bayelsadiagnostic.com,"0907 450 7978,0706 905 3030,0705 471 3419",http://bayelsadiagnostic.com/
"567 Mbiama-Yenagoa Road, Yenagoa, Bayelsa Nigeria",Silhoutte Radiodiagnostic Consultants Yenagoa Bayelsa Nigeria,info@silhouette.com.ng,"0902 888 7046,0802 671 8680",http://www.silhouette.com.ng
